hunt_code,join_key,source_family_presence,has_harvest,has_bonus_draw,has_antlerless_draw,harvest_model_family,bonus_draw_model_family,antlerless_draw_model_family,species,hunt_name,hunt_type,weapon,sex_type,access_type,permits_total,hunters,harvest,percent_success,avg_days,satisfaction,bonus_draw_hunt_code,bonus_draw_resident_rows,bonus_draw_row_count,bonus_draw_resident_min_point,bonus_draw_resident_max_point,bonus_draw_resident_total_applicants,bonus_draw_resident_bonus_permits,bonus_draw_resident_random_permits,bonus_draw_resident_total_permits,bonus_draw_resident_highest_point_with_permit,bonus_draw_resident_lowest_point_with_permit,bonus_draw_nonresident_rows,bonus_draw_nonresident_min_point,bonus_draw_nonresident_max_point,bonus_draw_nonresident_total_applicants,bonus_draw_nonresident_bonus_permits,bonus_draw_nonresident_random_permits,bonus_draw_nonresident_total_permits,bonus_draw_nonresident_highest_point_with_permit,bonus_draw_nonresident_lowest_point_with_permit,antlerless_draw_land_type,antlerless_draw_resident_rows,antlerless_draw_hunt_code,antlerless_draw_row_count,antlerless_resident_min_point,antlerless_resident_max_point,antlerless_draw_resident_total_applicants,antlerless_draw_resident_permits_awarded,antlerless_draw_resident_highest_point_with_permit,antlerless_draw_resident_lowest_point_with_permit,antlerless_draw_nonresident_rows,antlerless_nonresident_min_point,antlerless_nonresident_max_point,antlerless_draw_nonresident_total_applicants,antlerless_draw_nonresident_permits_awarded,antlerless_draw_nonresident_highest_point_with_permit,antlerless_draw_nonresident_lowest_point_with_permit
EL3000,EL3000,performance,True,False,False,performance,,,Elk,"Beaver, East",Limited Entry Landowner,Archery,Male Only,Public,1,1,1,100.0,9.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL3022,EL3022,performance,True,False,False,performance,,,Elk,Wasatch Mtns,Limited Entry Landowner,Archery,Male Only,Public,1,1,0,0.0,20.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL3024,EL3024,performance,True,False,False,performance,,,Elk,"Beaver, East",Limited Entry Landowner,Early Any Legal Weapon,Male Only,Public,6,6,6,100.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL3033,EL3033,performance,True,False,False,performance,,,Elk,"Cache, Meadowville",Limited Entry Landowner,Late Any Legal Weapon,Male Only,Public,2,2,2,100.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL3038,EL3038,performance,True,False,False,performance,,,Elk,Manti,Limited Entry Landowner,Early Any Legal Weapon,Male Only,Public,5,5,2,40.0,3.2,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL3039,EL3039,performance,True,False,False,performance,,,Elk,Manti,Limited Entry Landowner,Late Any Legal Weapon,Male Only,Public,2,2,0,0.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL3048,EL3048,performance,True,False,False,performance,,,Elk,Monroe,Limited Entry Landowner,Late Any Legal Weapon,Male Only,Public,1,1,1,100.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL3057,EL3057,performance,True,False,False,performance,,,Elk,Panguitch Lake,Limited Entry Landowner,Late Any Legal Weapon,Male Only,Public,1,1,0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL3065,EL3065,performance,True,False,False,performance,,,Elk,Fishlake/Thousand Lakes,Limited Entry Landowner,Late Any Legal Weapon,Male Only,Public,1,1,1,100.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL3066,EL3066,performance,True,False,False,performance,,,Elk,San Juan Bull Elk,Limited Entry Landowner,Early Any Legal Weapon,Male Only,Public,2,2,2,100.0,2.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL3068,EL3068,performance,True,False,False,performance,,,Elk,Diamond Mtn,Limited Entry Landowner,Early Any Legal Weapon,Male Only,Public,1,1,1,100.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL3072,EL3072,performance,True,False,False,performance,,,Elk,Wasatch Mtns,Limited Entry Landowner,Early Any Legal Weapon,Male Only,Public,7,7,4,57.1,3.5,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL3084,EL3084,performance,True,False,False,performance,,,Elk,Manti,Limited Entry Landowner,Muzzleloader,Male Only,Public,2,2,1,50.0,4.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL3100,EL3100,performance,True,False,False,performance,,,Elk,Wasatch Mtns,Limited Entry Landowner,Muzzleloader,Male Only,Public,1,1,0,0.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL3126,EL3126,performance,True,False,False,performance,,,Elk,Manti,Limited Entry Landowner,Mid Any Legal Weapon,Male Only,Public,3,3,3,100.0,4.7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL3127,EL3127,performance,True,False,False,performance,,,Elk,Wasatch Mtns,Limited Entry Landowner,Mid Any Legal Weapon,Male Only,Public,6,6,5,83.3,2.7,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL3144,EL3144,performance,True,False,False,performance,,,Elk,"West Desert, Deep Creek",Limited Entry Landowner,HAMSS,Male Only,Public,1,1,1,100.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL3149,EL3149,performance,True,False,False,performance,,,Elk,"Southwest Desert, South",Limited Entry Landowner,Early Any Legal Weapon,Male Only,Public,1,1,1,100.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL3152,EL3152,performance,True,False,False,performance,,,Elk,"Southwest Desert, South",Limited Entry Landowner,Late Any Legal Weapon,Male Only,Public,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL3171,EL3171,performance,True,False,False,performance,,,Elk,"Cache, South",Limited Entry Landowner,Mid Any Legal Weapon,Male Only,Public,1,1,0,0.0,10.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL3175,EL3175,performance,True,False,False,performance,,,Elk,Nebo/San Pitch Mtns,Limited Entry Landowner,Early Any Legal Weapon,Male Only,Public,3,3,3,100.0,2.0,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL3177,EL3177,performance,True,False,False,performance,,,Elk,Nebo/San Pitch Mtns,Limited Entry Landowner,Mid Any Legal Weapon,Male Only,Public,2,2,1,50.0,8.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL3181,EL3181,performance,True,False,False,performance,,,Elk,"Fillmore, Pahvant",Limited Entry Landowner,Mid Any Legal Weapon,Male Only,Public,1,1,0,0.0,9.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL3183,EL3183,performance,True,False,False,performance,,,Elk,La Sal Mtns,Limited Entry Landowner,Mid Any Legal Weapon,Male Only,Public,1,1,1,100.0,9.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL3194,EL3194,performance,True,False,False,performance,,,Elk,San Juan Bull Elk,Limited Entry Landowner,Mid Any Legal Weapon,Male Only,Public,2,2,2,100.0,11.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL3196,EL3196,performance,True,False,False,performance,,,Elk,Diamond Mtn,Limited Entry Landowner,Late Any Legal Weapon,Male Only,Public,1,1,1,100.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL3198,EL3198,performance,True,False,False,performance,,,Elk,"Southwest Desert, South",Limited Entry Landowner,Mid Any Legal Weapon,Male Only,Public,1,1,0,0.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO1000,GO1000,performance,True,False,False,performance,,,Mountain Goat,Mountain Goat - Statewide Permit,Sportsman,Any Legal Weapon,Hunter's Choice,Public,2,2,2,100.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO6800,GO6800,performance,True,False,False,performance,,,Mountain Goat,Beaver,OIAL,Any Legal Weapon,Hunter's Choice,Public,10,10,10,100.0,3.0,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO6801,GO6801,performance,True,False,False,performance,,,Mountain Goat,Beaver,OIAL,Any Legal Weapon,Hunter's Choice,Public,9,9,8,88.9,4.1,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO6803,GO6803,performance,True,False,False,performance,,,Mountain Goat,Nebo,OIAL,Any Legal Weapon,Hunter's Choice,Public,19,19,17,89.5,6.3,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO6804,GO6804,performance,True,False,False,performance,,,Mountain Goat,High Uintas Kamas,OIAL,Any Legal Weapon,Hunter's Choice,Public,1,1,1,100.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO6805,GO6805,performance,True,False,False,performance,,,Mountain Goat,High Uintas Central,OIAL,Any Legal Weapon,Hunter's Choice,Public,5,5,4,80.0,3.8,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO6806,GO6806,performance,True,False,False,performance,,,Mountain Goat,High Uintas East,OIAL,Any Legal Weapon,Hunter's Choice,Public,3,3,3,100.0,2.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO6807,GO6807,performance,True,False,False,performance,,,Mountain Goat,High Uintas Leidy Peak,OIAL,Any Legal Weapon,Hunter's Choice,Public,1,1,1,100.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO6808,GO6808,performance,True,False,False,performance,,,Mountain Goat,High Uintas West,OIAL,Any Legal Weapon,Hunter's Choice,Public,12,12,10,83.3,7.7,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO6810,GO6810,performance,True,False,False,performance,,,Mountain Goat,"Ogden, Willard Peak",OIAL,Any Legal Weapon,Hunter's Choice,Public,1,1,1,100.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO6813,GO6813,performance,True,False,False,performance,,,Mountain Goat,"Wasatch Mtns, Provo Peak",OIAL,Any Legal Weapon,Hunter's Choice,Public,5,5,5,100.0,4.0,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO6814,GO6814,performance,True,False,False,performance,,,Mountain Goat,Mt Dutton,OIAL,Any Legal Weapon,Hunter's Choice,Public,2,2,2,100.0,11.5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO6817,GO6817,performance,True,False,False,performance,,,Mountain Goat,La Sal Mtns,OIAL,Any Legal Weapon,Hunter's Choice,Public,12,12,11,91.7,4.0,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO6818,GO6818,performance,True,False,False,performance,,,Mountain Goat,"Wasatch Mtns, Box Elder Peak",OIAL,Any Legal Weapon,Hunter's Choice,Public,3,3,3,100.0,2.3,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO6819,GO6819,performance,True,False,False,performance,,,Mountain Goat,"Wasatch Mtns, Lone Peak",OIAL,Any Legal Weapon,Hunter's Choice,Public,1,1,1,100.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO6820,GO6820,performance,True,False,False,performance,,,Mountain Goat,"Wasatch Mtns, Timpanogos",OIAL,Any Legal Weapon,Hunter's Choice,Public,11,10,9,90.0,5.4,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO6821,GO6821,performance,True,False,False,performance,,,Mountain Goat,Nebo,OIAL,Archery,Hunter's Choice,Public,12,11,10,90.9,2.7,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GO6822,GO6822,performance,True,False,False,performance,,,Mountain Goat,Beaver,OIAL,Archery,Hunter's Choice,Public,2,2,0,0.0,9.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LD1001,LD1001,performance,True,False,False,performance,,,Deer,Paunsaugunt,Limited Entry Landowner,Archery,Male Only,Public,1,1,0,0.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LD1004,LD1004,performance,True,False,False,performance,,,Deer,Paunsaugunt,Limited Entry Landowner,Any Legal Weapon,Male Only,Public,1,1,1,100.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LD1006,LD1006,performance,True,False,False,performance,,,Deer,Paunsaugunt,Limited Entry Landowner,Muzzleloader,Male Only,Public,1,1,0,0.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LD1019,LD1019,performance,True,False,False,performance,,,Deer,"Fillmore, Oak Creek LE",Limited Entry Landowner,Any Legal Weapon,Male Only,Public,1,1,0,0.0,9.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LD1023,LD1023,performance,True,False,False,performance,,,Deer,Diamond Mtn,Limited Entry Landowner,Any Legal Weapon,Male Only,Public,1,1,1,100.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LD1108,LD1108,performance,True,False,False,performance,,,Deer,Thousand Lakes,Limited Entry Landowner,Rifle Restricted,Male Only,Public,1,1,0,0.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO0009,LO0009,performance,True,False,False,performance,,,Deer,Diamond Mtn Landowner Association,Limited Entry Landowner,Any Legal Weapon,Male Only,Public,25,25,25,100.0,2.7,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO0010,LO0010,performance,True,False,False,performance,,,Deer,Diamond Mtn Landowner Association,Limited Entry Landowner,Muzzleloader,Male Only,Public,2,2,2,100.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO0012,LO0012,performance,True,False,False,performance,,,Deer,Diamond Mtn Landowner Association,Limited Entry Landowner,Early Any Legal Weapon,Male Only,Public,12,12,12,100.0,2.0,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO0013,LO0013,performance,True,False,False,performance,,,Deer,Diamond Mtn Landowner Association,Limited Entry Landowner,Mid Any Legal Weapon,Male Only,Public,9,9,9,100.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO0014,LO0014,performance,True,False,False,performance,,,Deer,Diamond Mtn Landowner Association,Limited Entry Landowner,Muzzleloader,Male Only,Public,5,5,5,100.0,3.2,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO0015,LO0015,performance,True,False,False,performance,,,Deer,Diamond Mtn Landowner Association,Limited Entry Landowner,Late Any Legal Weapon,Male Only,Public,2,2,0,0.0,7.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1502,LO1502,performance,True,False,False,performance,,,Deer,Cache,General Season Landowner,Archery,Male Only,Public,1,1,1,100.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1506,LO1506,performance,True,False,False,performance,,,Deer,Fillmore,General Season Landowner,Archery,Male Only,Public,1,1,0,0.0,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1511,LO1511,performance,True,False,False,performance,,,Deer,Mt Dutton,General Season Landowner,Archery,Male Only,Public,1,1,0,0.0,15.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1512,LO1512,performance,True,False,False,performance,,,Deer,Nine Mile,General Season Landowner,Archery,Male Only,Public,3,3,1,33.3,7.7,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1514,LO1514,performance,True,False,False,performance,,,Deer,Ogden,General Season Landowner,Archery,Male Only,Public,2,2,2,100.0,3.5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1516,LO1516,performance,True,False,False,performance,,,Deer,Panguitch Lake,General Season Landowner,Archery,Male Only,Public,2,2,2,100.0,10.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1517,LO1517,performance,True,False,False,performance,,,Deer,Pine Valley,General Season Landowner,Archery,Male Only,Public,1,1,0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1524,LO1524,performance,True,False,False,performance,,,Deer,Southwest Desert,General Season Landowner,Archery,Male Only,Public,2,2,0,0.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1529,LO1529,performance,True,False,False,performance,,,Deer,Zion,General Season Landowner,Archery,Male Only,Public,6,6,0,0.0,6.8,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1531,LO1531,performance,True,False,False,performance,,,Deer,Box Elder,General Season Landowner,Any Legal Weapon,Male Only,Public,18,18,12,66.7,4.5,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1533,LO1533,performance,True,False,False,performance,,,Deer,Manti/San Rafael,General Season Landowner,Any Legal Weapon,Male Only,Public,22,22,14,63.6,4.0,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1534,LO1534,performance,True,False,False,performance,,,Deer,Nebo,General Season Landowner,Any Legal Weapon,Male Only,Public,5,5,4,80.0,5.2,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1536,LO1536,performance,True,False,False,performance,,,Deer,Fillmore,General Season Landowner,Any Legal Weapon,Male Only,Public,34,32,19,59.4,3.3,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1540,LO1540,performance,True,False,False,performance,,,Deer,Monroe,General Season Landowner,Any Legal Weapon,Male Only,Public,1,1,0,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1541,LO1541,performance,True,False,False,performance,,,Deer,Mt Dutton,General Season Landowner,Any Legal Weapon,Male Only,Public,3,3,3,100.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1542,LO1542,performance,True,False,False,performance,,,Deer,Nine Mile,General Season Landowner,Any Legal Weapon,Male Only,Public,13,13,7,53.8,4.9,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1544,LO1544,performance,True,False,False,performance,,,Deer,Ogden,General Season Landowner,Any Legal Weapon,Male Only,Public,4,4,4,100.0,2.8,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1546,LO1546,performance,True,False,False,performance,,,Deer,Panguitch Lake,General Season Landowner,Any Legal Weapon,Male Only,Public,5,5,2,40.0,4.8,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1547,LO1547,performance,True,False,False,performance,,,Deer,Pine Valley,General Season Landowner,Any Legal Weapon,Male Only,Public,2,2,2,100.0,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1551,LO1551,performance,True,False,False,performance,,,Deer,"San Juan, Abajo Mtns",General Season Landowner,Any Legal Weapon,Male Only,Public,8,8,7,87.5,3.0,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1552,LO1552,performance,True,False,False,performance,,,Deer,Vernal/Bonanza,General Season Landowner,Any Legal Weapon,Male Only,Public,4,4,3,75.0,1.3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1553,LO1553,performance,True,False,False,performance,,,Deer,Yellowstone,General Season Landowner,Any Legal Weapon,Male Only,Public,15,13,8,61.5,3.6,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1554,LO1554,performance,True,False,False,performance,,,Deer,Southwest Desert,General Season Landowner,Any Legal Weapon,Male Only,Public,9,9,4,44.4,4.0,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1555,LO1555,performance,True,False,False,performance,,,Deer,"Wasatch Mtns, East",General Season Landowner,Any Legal Weapon,Male Only,Public,6,6,4,66.7,3.4,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1556,LO1556,performance,True,False,False,performance,,,Deer,"Wasatch Mtns, West",General Season Landowner,Any Legal Weapon,Male Only,Public,1,1,1,100.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1559,LO1559,performance,True,False,False,performance,,,Deer,Zion,General Season Landowner,Any Legal Weapon,Male Only,Public,29,26,9,34.6,3.3,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1572,LO1572,performance,True,False,False,performance,,,Deer,Nine Mile,General Season Landowner,Muzzleloader,Male Only,Public,1,1,1,100.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1576,LO1576,performance,True,False,False,performance,,,Deer,Panguitch Lake,General Season Landowner,Muzzleloader,Male Only,Public,2,2,1,50.0,3.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1581,LO1581,performance,True,False,False,performance,,,Deer,"San Juan, Abajo Mtns",General Season Landowner,Muzzleloader,Male Only,Public,1,1,0,0.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1589,LO1589,performance,True,False,False,performance,,,Deer,Zion,General Season Landowner,Muzzleloader,Male Only,Public,6,6,3,50.0,5.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1591,LO1591,performance,True,False,False,performance,,,Deer,Fillmore,General Season Landowner,Early Any Legal Weapon,Male Only,Public,1,1,1,100.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1593,LO1593,performance,True,False,False,performance,,,Deer,Nine Mile,General Season Landowner,Early Any Legal Weapon,Male Only,Public,2,2,2,100.0,1.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1594,LO1594,performance,True,False,False,performance,,,Deer,Panguitch Lake,General Season Landowner,Early Any Legal Weapon,Male Only,Public,2,2,2,100.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1597,LO1597,performance,True,False,False,performance,,,Deer,Zion,General Season Landowner,Early Any Legal Weapon,Male Only,Public,12,12,7,58.3,3.4,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1598,LO1598,performance,True,False,False,performance,,,Deer,North Slope,General Season Landowner,Early Any Legal Weapon,Male Only,Public,1,1,0,0.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1599,LO1599,performance,True,False,False,performance,,,Deer,Chalk Creek,General Season Landowner,Any Legal Weapon,Male Only,Public,11,10,3,30.0,2.3,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1601,LO1601,performance,True,False,False,performance,,,Deer,Chalk Creek,General Season Landowner,Early Any Legal Weapon,Male Only,Public,1,1,0,0.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1603,LO1603,performance,True,False,False,performance,,,Deer,East Canyon,General Season Landowner,Any Legal Weapon,Male Only,Public,11,9,7,77.8,3.9,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1604,LO1604,performance,True,False,False,performance,,,Deer,East Canyon,General Season Landowner,Archery,Male Only,Public,4,3,0,0.0,4.0,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1607,LO1607,performance,True,False,False,performance,,,Deer,Morgan-South Rich,General Season Landowner,Any Legal Weapon,Male Only,Public,4,3,0,0.0,3.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1608,LO1608,performance,True,False,False,performance,,,Deer,Morgan-South Rich,General Season Landowner,Archery,Male Only,Public,1,1,1,100.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1613,LO1613,performance,True,False,False,performance,,,Deer,"Beaver, East",General Season Landowner,Any Legal Weapon,Male Only,Public,5,5,0,0.0,4.8,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1614,LO1614,performance,True,False,False,performance,,,Deer,"Beaver, West",General Season Landowner,Archery,Male Only,Public,1,1,1,100.0,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1616,LO1616,performance,True,False,False,performance,,,Deer,"Beaver, West",General Season Landowner,Rifle Restricted,Male Only,Public,3,3,1,33.3,3.7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1619,LO1619,performance,True,False,False,performance,,,Deer,"West Desert, Swasey",General Season Landowner,Any Legal Weapon,Male Only,Public,3,3,3,100.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1622,LO1622,performance,True,False,False,performance,,,Deer,Oquirrh/Tintic,General Season Landowner,Any Legal Weapon,Male Only,Public,6,5,5,100.0,2.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1625,LO1625,performance,True,False,False,performance,,,Deer,Cedar/Stansbury,General Season Landowner,Any Legal Weapon,Male Only,Public,1,1,0,0.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1627,LO1627,performance,True,False,False,performance,,,Deer,Cache,General Season Landowner,Rifle Restricted,Male Only,Public,8,8,6,75.0,4.4,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LO1631,LO1631,performance,True,False,False,performance,,,Deer,Box Elder,General Season Landowner,Early Any Legal Weapon,Male Only,Public,3,3,0,0.0,3.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LP5025,LP5025,performance,True,False,False,performance,,,Pronghorn,Beaver,Limited Entry Landowner,Any Legal Weapon,Male Only,Public,1,1,1,100.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LP5031,LP5031,performance,True,False,False,performance,,,Pronghorn,"Box Elder, West",Limited Entry Landowner,Any Legal Weapon,Male Only,Public,1,1,1,100.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LP5033,LP5033,performance,True,False,False,performance,,,Pronghorn,"Fillmore, Oak Creek South",Limited Entry Landowner,Any Legal Weapon,Male Only,Public,1,1,1,100.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LP5046,LP5046,performance,True,False,False,performance,,,Pronghorn,"San Rafael, North",Limited Entry Landowner,Any Legal Weapon,Male Only,Public,1,1,1,100.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
